ContractNumber,VendorName,ContractStartDate,ContractStopDate,NDCWithDashes,SubItemIdentifier,PackageDescription,Generic,TradeName,VAClass,Covered,PrimeVendor,Price,PriceStartDate,PriceStopDate,PriceType,Non-TAA
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0285-64,A,200ML,"ROPIVACAINE HCL 0.2% INJ,BTL,200ML",NAROPIN HCL 0.2% INJ,CN204,T,T,49.86,01/01/2020,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0286-20,,5X20ML,"ROPIVACAINE HCL 0.5% INJ,AMP,20ML",NAROPIN HCL 0.5% INJ AMP,CN204,T,T,22.25,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0286-23,,100X20ML,ROPIVACAINE HCL 100MG/20ML INJ,NAROPIN INJ LIQ 100MG/20ML,CN204,T,T,89.48,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0286-31,,5X30ML,"ROPIVACAINE HCL 0.5% INJ,STERILE-PAK,30ML",NAROPIN HCL 0.5% INJ,CN204,T,T,40.82,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0286-35,,25X30ML,"ROPIVACAINE HCL 0.5% INJ,VIL,30ML",NAROPIN HCL 0.5% INJ,CN204,T,T,127.34,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0286-63,,12X30ML,"ROPIVACAINE HCL 0.5% INJ,VIL,30ML",NAROPIN 0.5% INJ,CN204,T,T,698.72,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0287-20,,5X20ML,"ROPIVACAINE HCL 0.75% INJ,AMP,20ML",NAROPIN HCL 0.75% INJ AMP,CN204,T,T,14.09,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0287-21,,25X20ML,"ROPIVACAINE HCL 0.75% INJ,VIL,20ML",NAROPIN INJ LIQUID 150MG /20ML,CN204,T,T,124.13,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0288-10,,5X10ML,"ROPIVACAINE HCL 1% INJ,AMP,10ML",NAROPIN HCL 1% INJ AMP,CN204,T,T,19.13,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0288-11,,25X10ML,"ROPIVACAINE HCL 1% INJ,VIL,10ML",NAROPIN INJ LIQUID 100MG /10ML,CN204,T,T,82.21,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0288-20,,5X20ML,"ROPIVACAINE HCL 1% INJ,AMP,20ML",NAROPIN HCL 1% INJ AMP,CN204,T,T,40.35,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0288-21,,25X20ML,"ROPIVACAINE HCL 2% INJ,VIL,20ML",NAROPIN INJ LIQUID 200MG /20ML,CN204,T,T,126.10,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0303-51,,6,TOBRAMYCIN SO4 1.2GM/VIL INJ,TOBRAMYCIN SO4 1.2GM/VIL INJ,AM300,T,T,276.09,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0356-10,,10x10ml,"CASPOFUNGIN ACETATE 50 MG, VIAL","CASPOFUNGIN ACETATE 50 MG, VIAL",AM700,T,T,537.08,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0358-10,,10x10ml,"CASPOFUNGIN ACETATE 70 MG, VIAL","CASPOFUNGIN ACETATE 70 MG, VIAL",AM700,T,T,853.84,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0360-19,,25x10ML,CALCIUM GLUCONATE 100MG/ML INJ,CALCIUM GLUCONATE 100MG/ML INJ,TN420,T,T,163.91,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0360-59,,25x50ML,CALCIUM GLUCONATE 100MG/ML INJ,CALCIUM GLUCONATE 100MG/ML INJ,TN420,T,T,282.35,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0360-61,,20x100ML,CALCIUM GLUCONATE 100MG/ML INJ,CALCIUM GLUCONATE 100MG/ML INJ,TN420,T,T,506.76,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0413-10,,10X10ML,NEOSTIGMINE METHYLSULFATE 0.5MG/ML INJ,NEOSTIGMINE METHYLSULFATE 0.5MG/ML INJ,AU300,T,T,63.98,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0415-10,,10X10ML,NEOSTIGMINE METHYLSULFATE 1MG/ML INJ,NEOSTIGMINE METHYLSULFATE 1MG/ML INJ,AU300,T,T,65.33,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0434-00,,20X100ML,"ACETAMINOPHEN 1000MG/100, PIGGYBACK","ACETAMINOPHEN 1000MG/100, PIGGYBACK",CN103,T,T,190.00,04/01/2021,09/29/2021,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0451-01,,25X1ML,MORPHINE SO4 10MG/ML INJ,MORPHINE SO4 10MG/ML INJ,CN101,T,T,49.97,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0452-01,,25X1ML,MORPHINE SO4 2MG/ML INJ,MORPHINE SO4 2MG/ML INJ,CN101,T,T,47.68,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0454-01,,25X1ML,MORPHINE SO4 4MG/ML INJ,MORPHINE SO4 4MG/ML INJ,CN101,T,T,42.50,08/15/2021,12/31/2021,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0455-01,,25X1ML,MORPHINE SO4 5MG/ML INJ,MORPHINE SO4 5MG/ML INJ,CN101,T,T,47.63,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0458-01,,25X1ML,MORPHINE SO4 8MG/ML INJ,MORPHINE SO4 8MG/ML INJ,CN101,T,T,49.06,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0475-37,,25X30ML,CHLOROPROCAINE HCL 1% INJ,NESACAINE HCL 1% INJ MDV,CN204,T,T,325.66,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0476-37,,25X30ML,CHLOROPROCAINE HCL 2% INJ,NESACAINE 600MG INJ,CN204,T,T,333.51,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0477-27,,25X20ML,CHLOROPROCAINE HCL 2% INJ,NESACAINE 400MG INJ,CN204,T,T,380.38,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0478-27,,25X20ML,CHLOROPROCAINE HCL 3% INJ,NESACAINE 600MG INJ,CN204,T,T,381.10,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0481-57,,25X50ML,LIDOCAINE HCL 0.5% INJ,XYLOCAINE MULTIPLE DOSE VIALS,CN204,T,T,70.32,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0482-17,,25X10ML,LIDOCAINE HCL 1%/EPINEPHRINE 1:100000 INJ,XYLOCAINE MULTIPLE DOSE VIALS,CN204,T,T,46.10,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0482-27,,25X20ML,LIDOCAINE HCL 1%/EPINEPHRINE 1:100000 INJ,XYLOCAINE HCL 1%/EPI 1:100000 INJ MDV,CN204,T,T,29.11,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0482-57,,25X50ML,LIDOCAINE HCL 1% INJ,XYLOCAINE MULTIPLE DOSE VIALS,CN204,T,T,86.15,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0483-27,,25X20ML,LIDOCAINE HCL 2% INJ,XYLOCAINE 2% INJ MDV,CN204,T,T,46.40,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0483-57,,25X50ML,LIDOCAINE HCL 2%/EPINEPHRINE 1:100000 INJ,XYLOCAINE MULTIPLE DOSE VIALS,CN204,T,T,85.82,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0484-57,,25X50ML,LIDOCAINE HCL 0.5% INJ,XYLOCAINE MULTIPLE DOSE VIALS,CN204,T,T,53.89,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0485-27,,25X20ML,LIDOCAINE HCL 2% INJ,LIDOCAINE HCL 2% INJ,CN204,T,T,8.44,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0485-57,,25X50ML,LIDOCAINE HCL 1% INJ,XYLOCAINE HCL 1% INJ MDV,CN204,T,T,53.07,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0486-17,,25X10ML,LIDOCAINE HCL 2% INJ,XYLOCAINE HCL 2% INJ MDV,CN204,T,T,40.02,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0486-27,,25X20ML,LIDOCAINE HCL 2% INJ,XYLOCAINE HCL 2% INJ MDV,CN204,T,T,6.02,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0486-57,,25X50ML,LIDOCAINE HCL 2% INJ,XYLOCAINE MULTIPLE DOSE VIALS,CN204,T,T,0.01,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0487-17,,25X10ML,LIDOCAINE HCL 1% (PF) INJ,XYLOCAINE 1% INJECTION,CN204,T,T,90.00,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0487-31,,5X30ML,LIDOCAINE HCL 1%/EPINEPHRINE 1:200000 INJ,XYLOCAINE HCL 1%/EPI 1:200000 INJ VIAL DISPNS,CN204,T,T,25.74,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0487-37,,25X30ML,LIDOCAINE HCL 1%/EPINEPHRINE 1:200000 INJ,XYLOCAINE HCL,CN204,T,T,114.07,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0488-17,,25X10ML,LIDOCAINE HCL 1.5% INJ,XYLOCAINE HCL 1.5% INJ MDV,CN204,T,T,124.92,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0488-31,,5X30ML,LIDOCAINE HCL 1.5%/EPINEPHRINE 1:200000 INJ,XYLOCAINE HCL 1.5%/EPI 1:200000 INJ VIAL DISP,CN204,T,T,13.93,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0488-37,,25X30ML,LIDOCAINE HCL 1.5% INJ,XYLOCAINE MULTIPLE DOSE VIALS,CN204,T,T,155.86,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0489-17,,25X10ML,LIDOCAINE HCL 2%/EPINEPHRINE 1:200000 INJ,XYLOCAINE HCL 2%/EPI 1:200000 INJ SDV,CN204,T,T,125.31,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0489-21,,5X20ML,LIDOCAINE HCL 2%/EPINEPHRINE 1:200000 INJ,XYLOCAINE HCL 2%/EPI 1:200000 INJ VIAL DISP,CN204,T,T,32.65,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0489-27,,25X20ML,LIDOCAINE HCL 2%/EPINEPHRINE 1:100000 INJ,XYLOCAINE MULTIPLE DOSE VIALS,CN204,T,T,177.10,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0491-57,,25X50ML,LIDOCAINE HCL 0.5% (PF) INJ,XYLOCAINE 0.5% INJECTION,CN204,T,T,76.71,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0492-27,,25X2ML,LIDOCAINE HCL 1% INJ,XYLOCAINE HCL 1% INJ MDV,CN204,T,T,24.48,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0492-31,,5X30ML,LIDOCAINE HCL 1% INJ,XYLOCAINE HCL 1% INJ VIAL DISPENSER,CN204,T,T,20.56,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0568-88,,10X0.6ML,ENOXAPARIN 60MG/ML INJ,ENOXAPARIN 60MG/ML INJ,BL110,T,T,19.24,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0492-37,,25X30ML,LIDOCAINE HCL 1% INJ,XYLOCAINE HCL 1% INJ VIAL DISPENSER,CN204,T,T,32.14,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0492-57,,25X5ML,LIDOCAINE HCL 1% INJ,XYLOCAINE HCL 1% INJ SDV,CN204,T,T,35.34,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0492-97,,5X10ML,LIDOCAINE HCL 1% INJ,XYLOCAINE HCL 1% INJ POLYAMP,CN204,T,T,12.46,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0493-91,,5X20ML,LIDOCAINE HCL 1.5% (PF) INJ,XYLOCAINE HCL 1.5% INJ POLYAMP,CN204,T,T,31.49,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0493-97,,5X10ML,LIDOCAINE HCL 1.5% (PF) INJ,XYLOCAINE HCL 1.5% INJ POLYAMP,CN204,T,T,10.89,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0495-07,,25X5ML,LIDOCAINE HCL 2% INJ,XYLOCAINE HCL 2% INJ SDV,CN204,T,T,33.24,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0495-27,,25X2ML,LIDOCAINE HCL 2% INJ,XYLOCAINE HCL 2% INJ SDV,CN204,T,T,30.07,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0496-97,,5X10ML,LIDOCAINE HCL 2% INJ,XYLOCAINE HCL 2% INJ POLYAMP,CN204,T,T,17.74,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0526-03,,2.5ML,"ARGATROBAN 100MG/ML INJ,CONC",ARGATROBAN INJ LIQUID 250MG/2.5ML,BL110,T,T,175.18,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0531-90,,10X0.8ML,ENOXAPARIN 80MG/ML INJ,ENOXAPARIN 80MG/ML INJ,BL110,T,T,18.83,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0533-83,,10X0.3ML,ENOXAPARIN 30MG/ML INJ,ENOXAPARIN 30MG/ML INJ,BL110,T,T,27.43,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0535-87,,10X0.4ML,ENOXAPARIN 40MG/ML INJ,ENOXAPARIN 40/MG/ML INJ,BL110,T,T,27.96,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0537-84,,10X1ML,"ENOXAPARIN 150MG/ML INJ,SYRINGE,1ML","ENOXAPARIN 150MG/ML INJ,SYRINGE,1ML",BL110,T,T,114.37,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0539-03,,3ML,ENOXAPARIN 100MG/ML INJ,ENOXAPARIN 100MG/ML INJ,BL110,T,T,35.04,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0565-86,,3ML,ENOXAPARIN 100MG/ML INJ,ENOXAPARIN 100MG/ML INJ,BL110,T,T,35.04,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0568-83,,10X0.3ML,ENOXAPARIN 30MG/ML INJ,ENOXAPARIN 30MG/ML INJ,BL110,T,T,17.19,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0568-84,,10X1ML,ENOXAPARIN 100MG/ML INJ,ENOXAPARIN 100MG/ML INJ,BL110,T,T,69.26,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0568-87,,10X0.4ML,ENOXAPARIN 40MG/ML INJ,ENOXAPARIN 40/MG/ML INJ,BL110,T,T,27.96,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0568-90,,10X0.8ML,ENOXAPARIN 80MG/ML INJ,ENOXAPARIN 80MG/ML INJ,BL110,T,T,18.83,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0569-84,,10X1ML,"ENOXAPARIN 150MG/ML INJ,SYRINGE,1ML","ENOXAPARIN 150MG/ML INJ,SYRINGE,1ML",BL110,T,T,114.37,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0569-90,,10X0.8ML,"ENOXAPARIN 120MG/0.8ML INJ,SYRINGE,0.8ML","ENOXAPARIN 120MG/0.8ML INJ,SYRINGE,0.8ML",BL110,T,T,61.45,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0580-20,,10X20ML,ATROPINE SO4 0.4MG/ML INJ,ATROPINE SO4 0.4MG/ML INJ,AU350,T,T,281.91,07/15/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0582-82,,1,"GLUCAGON 1MG/VIL INJ,EMERGENCY KIT","GLUCAGON 1MG/VIL INJ,EMERGENCY KIT",HS503,T,T,97.96,07/01/2021,12/31/2021,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0585-15,,1,DAPTOMYCIN 350MG/VIL INJ,DAPTOMYCIN 350MG/VIL INJ,AM900,T,T,55.28,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0593-03,,1X3ML,GLUCAGON 1MG/VIL INJ,GLUCAGON FOR INJ KIT LYOPHILIZED 1MG/3ML,HS503,T,T,87.52,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0596-13,,10X3ML,GLUCAGON FOR INJ POWDER 1MG/3ML,GLUCAGON FOR INJ POWDER 1MG/3ML,HS503,T,T,867.09,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0605-84,,10X1ML,ENOXAPARIN 100MG/ML INJ,ENOXAPARIN 100MG/ML INJ,BL110,T,T,69.26,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0607-88,,10X0.6ML,ENOXAPARIN 60MG/ML INJ,ENOXAPARIN 60MG/ML INJ,BL110,T,T,49.70,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0609-90,,10X0.8ML,"ENOXAPARIN 120MG/0.8ML INJ,SYRINGE,0.8ML","ENOXAPARIN 120MG/0.8ML INJ,SYRINGE,0.8ML",BL110,T,T,61.45,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0642-20,,25X20ML,MAGNESIUM SO4 10G/20ML INJ,MAGNESIUM SO4 10G/20ML INJ,TN460,T,T,90.35,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0642-50,,25X50ML,MAGNESIUM SO4 25GM/50ML INJ,MAGNESIUM SO4 25GM/50ML INJ,TN460,T,T,262.07,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0647-10,,10ML,LEVOTHYROXINE NA 200MCG/VIL INJ,LEVOTHYROXINE NA 200MCG/VIL INJ,HS851,T,T,135.44,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0648-10,,10ML,LEVOTHYROXINE NA 500MCG/VIL INJ,LEVOTHYROXINE NA 500MCG/VIL INJ,HS851,T,T,347.33,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0649-07,,6.5ML,LEVOTHYROXINE NA 100MCG/VIL INJ,LEVOTHYROXINE NA 100MCG/VIL INJ,HS851,T,T,67.38,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0659-03,,1,INDOMETHACIN NA 1MG/VIL INJ,INDOMETHACIN NA 1MG/VIL INJ,CV900,T,T,282.07,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0712-10,,4X1026ML,KABIVEN INF LIQ 870KCAL,KABIVEN INF LIQ 870KCAL,TN502,T,T,102.53,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0712-15,,4X1540ML,"KABIVEN 1310KCAL /1540ML INFU, LIQ","KABIVEN 1310KCAL /1540ML INFU, LIQ",TN501,T,T,134.19,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0712-20,,4X2053ML,"KABIVEN 1745KCAL /2053ML INFU, LIQ","KABIVEN 1745KCAL /2053ML INFU, LIQ",TN501,T,T,149.67,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0712-25,,3X2566ML,KABIVEN INF LIQ 2180KCAL,KABIVEN INF LIQ 2180KCAL,TN502,T,T,134.76,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0714-14,,4X1440ML,PERI KABIVEN INF LIQ 970KCAL,PERI KABIVEN INF LIQ 970KCAL,TN502,T,T,104.39,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0714-19,,4X1920ML,PERI KABIVEN INF LIQUID 1300KCAL/1920ML,PERI KABIVEN INF LIQUID 1300KCAL/1920ML,TN502,T,T,119.69,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0715-05,,2x5ML,"FULVESTRANT 50MG/ML INJ,SYRINGE,5ML","FULVESTRANT 50MG/ML INJ,SYRINGE,5ML",AN500,T,T,198.99,07/01/2021,12/31/2021,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0721-10,,1 VIAL,BORTEZOMIB 3.5MG/VIL INJ,BORTEZOMIB 3.5MG/VIL INJ,AN900,T,T,655.61,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0820-00,,10X100ML,SMOFLIPID 20GM/100ML INJ,SMOFLIPID 20GM/100ML INJ,TN200,T,T,134.99,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0820-10,,6X1000ML,SMOFLIPID 200GM/1000ML INJ,SMOFLIPID 200GM/1000ML INJ,TN200,T,T,209.79,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0820-50,,12X500ML,SMOFLIPID 100GM/500ML INJ,SMOFLIPID 100GM/500ML INJ,TN200,T,T,221.08,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0820-74,,10X250ML,SMOFLIPID 50GM/250ML INJ,SMOFLIPID 50GM/250ML INJ,TN200,T,T,153.14,01/01/2021,09/29/2022,Big4,Compliant
V797D-70253,"Fresenius Kabi, LLC",09/30/2017,09/29/2022,63323-0850-74,,12X250ML,"MOXIFLOXACIN HCL 1.6MG/ML/NACL INJ,BAG,250ML","MOXIFLOXACIN HCL 1.6MG/ML/NACL INJ,BAG,250ML",AM400,T,T,289.26,01/01/2021,09/29/2022,Big4,Compliant
