Contract Number,Vendor Name,Contract Start Date,Contract Stop Date,NDC With Dashes,Sub Item Identifier,Package Description,Generic,Trade Name,VA Class,Covered,Prime Vendor,Price,Price Start Date,Price Stop Date,Price Type
V797P-5207B,EMD Serono Inc.,01/01/2011,05/31/2017,44087-1088-01,No Data,1,SOMATROPIN 8.8MG/VIL INJ,SAIZEN 8.8MG INJ VIAL W/DILUENT,HS701,T,T,425.29,01/01/2017,05/31/2017,FSS
V797P-5207B,EMD Serono Inc.,01/01/2011,05/31/2017,44087-1115-01,No Data,1,FOLLITROPIN ALFA  300UNT/AMP INJ,GONAL-F  REDI-JECT 300IU/AMP INJ MULTI,HS400,T,T,341.11,01/01/2017,05/31/2017,FSS
V797P-5207B,EMD Serono Inc.,01/01/2011,05/31/2017,44087-1116-01,No Data,1,FOLLITROPIN ALFA  450UNT/AMP INJ,GONAL-F  REDI-JECT 450IU/AMP INJ MULTI,HS400,T,T,511.66,01/01/2017,05/31/2017,FSS
V797P-5207B,EMD Serono Inc.,01/01/2011,05/31/2017,44087-1117-01,No Data,1,FOLLITROPIN ALFA  900UNT/AMP INJ,GONAL-F  REDI-JECT 900IU/AMP INJ MULTI,HS400,T,T,1023.32,01/01/2017,05/31/2017,FSS
V797P-5207B,EMD Serono Inc.,01/01/2011,05/31/2017,44087-1150-01,No Data,1,CHORIOGONADOTROPIN ALFA 250MCG/VIL INJ,OVIDREL 250MCG/VIL INJ PREFILLED SYRINGE,HS400,T,T,60.92,01/01/2017,05/31/2017,FSS
V797P-5207B,EMD Serono Inc.,01/01/2011,05/31/2017,44087-1225-01,No Data,1,CETRORELIX ACETATE 0.25MG/VIL INJ,CETROTIDE 0.25MG INJ MDV W/DILUENT SNU,HS701,T,T,93.08,01/01/2017,05/31/2017,FSS
V797P-5207B,EMD Serono Inc.,01/01/2011,05/31/2017,44087-2011-02,No Data,30,"TESAMORELIN 2MG/2ML/VIL INJ,KIT",EGRIFFA 2MG/2ML,HS900,T,T,1806.31,01/01/2017,05/31/2017,FSS
V797P-5207B,EMD Serono Inc.,01/01/2011,05/31/2017,44087-3322-01,No Data,12,INTERFERON BETA-1A 22MCG/0.5ML SYR INJ (REBIF),"REBIF 22MCG/0.5ML INJ,SYRINGE",IM700,T,T,2851.66,01/01/2017,05/31/2017,FSS
V797P-5207B,EMD Serono Inc.,01/01/2011,05/31/2017,44087-3344-01,No Data,12,INTERFERON BETA-1A 44MCG/0.5ML SYR INJ (REBIF),"REBIF REBIDOSE 44MCG/0.5ML INJ,SYRINGE",IM700,T,T,3287.32,01/01/2017,05/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0040-01,No Data,2ML,LORAZEPAM HCL 2MG/ML INJ,LORAZEPAM HCL 2MG/ML INJ,CN302,F,T,28.85,06/04/2012,07/31/2017,FSS
V797P-5207B,EMD Serono Inc.,01/01/2011,05/31/2017,44087-3388-07,No Data,7,SOMATROPIN 8.8MG/VIL INJ,ZORBTIVE 8.8MG/VIL INJ W/DILUENT MDV,HS701,T,T,4409.54,01/01/2017,05/31/2017,FSS
V797P-5207B,EMD Serono Inc.,01/01/2011,05/31/2017,44087-8822-01,No Data,6,INTERFERON BETA-1A 22MCG/0.5ML SYR INJ (REBIF),REBIF TITRATION PACK 22MCG INJ SYRINGE,IM700,T,T,2152.51,01/01/2017,05/31/2017,FSS
V797P-5207B,EMD Serono Inc.,01/01/2011,05/31/2017,44087-9005-01,No Data,1,FOLLITROPIN ALFA 75UNT/AMP INJ,GONAL-F 75IU/AMP INJ SINGLE,HS400,T,T,81.14,01/01/2017,05/31/2017,FSS
V797P-5207B,EMD Serono Inc.,01/01/2011,05/31/2017,44087-9005-06,No Data,10,FOLLITROPIN ALFA 75UNT/AMP INJ,GONAL-F 75IU/AMP INJ TEN PACK,HS400,T,T,750.15,01/01/2017,05/31/2017,FSS
V797P-5207B,EMD Serono Inc.,01/01/2011,05/31/2017,44087-9030-01,No Data,1,FOLLITROPIN ALFA 450UNT/AMP INJ,GONAL F 450IU INJ,HS400,T,T,462.63,01/01/2017,05/31/2017,FSS
V797P-5207B,EMD Serono Inc.,01/01/2011,05/31/2017,44087-9070-01,No Data,1,FOLLITROPIN ALPHA 1050U/VIL INJ,GONAL F 1050U/VIL INJ MULTI,HS400,T,T,1082.64,01/01/2017,05/31/2017,FSS
V797P-5208B,"Emmaus Medical, Inc.",12/15/2010,01/31/2017,42457-0001-84,No Data,84,"L-GLUTAMINE PWDR PKT,5GM",NUTRESTORE FOR ORAL SOLUTION,TN509,T,T,201.21,01/01/2017,01/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,11098-0507-01,No Data,1,CYANIDE ANTIDOTE PACKAGE INJ,CYANIDE ANTIDOTE PACKAGE INJ KIT,AD200,F,T,325.07,01/01/2011,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,11098-0510-02,No Data,10X2ML,"PHYSOSTIGMINE SALICYLATE 1MG/ML INJ,AMP,2ML",PHYSOSTIGMINE SALICYLATE 1MG/ML INJ,AU300,F,T,17.74,01/01/2007,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0030-02,No Data,10X2ML,FENTANYL CITRATE 50MCG/ML INJ,SUBLIMAZE,CN101,T,T,3.99,01/01/2017,07/31/2017,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0030-02,No Data,10X2ML,FENTANYL CITRATE 50MCG/ML INJ,SUBLIMAZE,CN101,T,T,3.99,01/01/2017,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0030-05,No Data,10X5ML,FENTANYL CITRATE 50MCG/ML INJ,SUBLIMAZE,CN101,T,T,5.18,01/01/2017,07/31/2017,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0030-05,No Data,10X5ML,FENTANYL CITRATE 50MCG/ML INJ,SUBLIMAZE,CN101,T,T,5.18,01/01/2017,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0030-20,No Data,5X20ML,FENTANYL CITRATE 50MCG/ML INJ,SUBLIMAZE,CN101,T,T,2.24,01/01/2017,07/31/2017,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0030-20,No Data,5X20ML,FENTANYL CITRATE 50MCG/ML INJ,SUBLIMAZE,CN101,T,T,2.24,01/01/2017,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0030-25,No Data,25X2ML,"FENTANYL CITRATE 50MCG/ML INJ,SYRINGE,2ML",SUBLIMAZE,CN101,T,T,14.66,01/01/2017,07/31/2017,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0030-25,No Data,25X2ML,"FENTANYL CITRATE 50MCG/ML INJ,SYRINGE,2ML",SUBLIMAZE,CN101,T,T,14.66,01/01/2017,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0030-55,No Data,25X5ML,"FENTANYL CITRATE 50MCG/ML INJ,SYRINGE,2ML",SUBLIMAZE,CN101,T,T,25.50,01/01/2017,07/31/2017,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0045-32,No Data,25X2ML,TETRACAINE HCL 1% INJ,TETRACAINE HCL 1% INJ,CN204,F,T,148.27,04/15/2011,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0050-01,No Data,10X1ML,"SUFENTANIL CITRATE 50MCG/ML INJ,AMP,1ML",SUFENTA INJECTION,CN101,T,T,13.24,01/01/2017,07/31/2017,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0050-01,No Data,10X1ML,"SUFENTANIL CITRATE 50MCG/ML INJ,AMP,1ML",SUFENTA INJECTION,CN101,T,T,13.24,01/01/2017,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0050-02,No Data,10X2ML,"SUFENTANIL CITRATE 50MCG/ML INJ,AMP,2ML",SUFENTA INJECTION,CN101,T,T,25.04,01/01/2017,07/31/2017,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0050-02,No Data,10X2ML,"SUFENTANIL CITRATE 50MCG/ML INJ,AMP,2ML",SUFENTA INJECTION,CN101,T,T,25.04,01/01/2017,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0050-05,No Data,10X5ML,"SUFENTANIL CITRATE 50MCG/ML INJ,AMP,5ML",SUFENTA INJECTION,CN101,T,T,43.75,01/01/2017,07/31/2017,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0050-05,No Data,10X5ML,"SUFENTANIL CITRATE 50MCG/ML INJ,AMP,5ML",SUFENTA INJECTION,CN101,T,T,43.75,01/01/2017,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0060-12,No Data,15ML,"POLYVINYL ALCOHOL 1% SOLN,OPH",AKWA TEARS SOLUTION,OP500,F,T,1.36,10/01/2013,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0061-12,No Data,15ML,"DEXTRAN 70/HYDROXYPROPYL METHYLCELLULOSE SOLN,OPH",AKWA TEARS RENEWED SOLUTION,OP500,F,T,1.96,07/15/2012,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0062-35,No Data,3.5GM,"LANOLIN/MINERAL OIL/PETROLATUM OINT,OPH",AKWA REARS OINTMENT,OP500,F,T,2.95,04/15/2012,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0064-12,No Data,15ML,"HYPROMELLOSE 2.5% SOLN,OPH",GONAK 2.5%,OP500,F,T,5.59,01/01/2012,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0067-02,No Data,10X2ML,ALFENTANIL 500MCG/ML INJ,ALFENTA 500MCG/ML INJ,CN101,T,T,14.09,01/01/2017,07/31/2017,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0067-02,No Data,10X2ML,ALFENTANIL 500MCG/ML INJ,ALFENTA 500MCG/ML INJ,CN101,T,T,14.09,01/01/2017,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0067-05,No Data,10X5ML,ALFENTANIL 500MCG/ML INJ,ALFENTA 500MCG/ML INJ,CN101,T,T,30.12,01/01/2017,07/31/2017,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0067-05,No Data,10X5ML,ALFENTANIL 500MCG/ML INJ,ALFENTA 500MCG/ML INJ,CN101,T,T,30.12,01/01/2017,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0080-50,No Data,1,CAPREOMYCIN SO4 1GM/VIL INJ,CAPASTAT SULFATE 1GM/VIL INJ,AM500,T,T,90.59,01/01/2017,07/31/2017,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0080-50,No Data,1,CAPREOMYCIN SO4 1GM/VIL INJ,CAPASTAT SULFATE 1GM/VIL INJ,AM500,T,T,90.59,01/01/2017,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0100-02,No Data,12X2ML,"CYCLOPENTOLATE HCL 1% SOLN,OPH","CYCLOPENTOLATE HCL 1% SOLN,OPH",OP600,F,T,4.59,07/15/2012,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0107-20,No Data,20ML,LEVOFLOXACIN 25MG/ML INJ,LEVOFLOXACIN 25MG/ML INJ,AM900,F,T,7.71,07/15/2013,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0107-30,No Data,30ML,LEVOFLOXACIN 25MG/ML INJ,LEVOFLOXACIN 25MG/ML INJ,AM900,F,T,11.31,07/15/2013,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0171-30,No Data,1,"LEVALBUTEROL HCL 1.25MG/0.5/ML SOLN,INHL",XOPENEX,RE102,T,T,46.51,01/01/2017,07/31/2017,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0171-30,No Data,1,"LEVALBUTEROL HCL 1.25MG/0.5/ML SOLN,INHL",XOPENEX,RE102,T,T,46.51,01/01/2017,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0173-24,No Data,1,"LEVALBUTEROL HCL 0.63MG3/ML SOLN,INHL",XOPENEX,RE102,T,T,78.41,01/01/2017,07/31/2017,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0173-24,No Data,1,"LEVALBUTEROL HCL 0.63MG3/ML SOLN,INHL",XOPENEX,RE102,T,T,78.41,01/01/2017,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0174-24,No Data,1,"LEVALBUTEROL HCL 1.25MG3/ML SOLN,INHL",XOPENEX,RE102,T,T,80.28,01/01/2017,07/31/2017,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0174-24,No Data,1,"LEVALBUTEROL HCL 1.25MG3/ML SOLN,INHL",XOPENEX,RE102,T,T,80.28,01/01/2017,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0201-02,No Data,2ML,"PHENYLEPHRINE HCL 2.5% SOLN,OPH","PHENYLEPHRINE HCL 2.5% SOLN,OPH",OP600,T,T,23.33,01/01/2017,07/31/2017,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0201-02,No Data,2ML,"PHENYLEPHRINE HCL 2.5% SOLN,OPH","PHENYLEPHRINE HCL 2.5% SOLN,OPH",OP600,T,T,23.33,01/01/2017,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0201-15,No Data,15ML,"PHENYLEPHRINE HCL 2.5% SOLN,OPH","PHENYLEPHRINE HCL 2.5% SOLN,OPH",OP600,T,T,64.81,01/01/2017,07/31/2017,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0201-15,No Data,15ML,"PHENYLEPHRINE HCL 2.5% SOLN,OPH","PHENYLEPHRINE HCL 2.5% SOLN,OPH",OP600,T,T,64.81,01/01/2017,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0205-10,No Data,5ML,"PHENYLEPHRINE HCL 10% SOLN,OPH","AK-DILATE 10% SOLN,OPH",OP600,F,T,2.34,01/01/2011,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0206-05,No Data,5ML,"PHENYLEPHRINE HCL 10% SOLN,OPH","PHENYLEPHRINE HCL10% SOLN,OPH",OP600,T,T,28.21,01/01/2017,07/31/2017,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0206-05,No Data,5ML,"PHENYLEPHRINE HCL 10% SOLN,OPH","PHENYLEPHRINE HCL10% SOLN,OPH",OP600,T,T,28.21,01/01/2017,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0208-10,No Data,5ML,"KETOROLAC TROMETHAMINE 0.4% SOLN,OPH","KETOROLAC TROMETHAMINE 0.4% SOLN,OPH",OP300,F,T,5.61,07/15/2012,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0209-10,No Data,5ML,"KETOROLAC TROMETHAMINE 0.5% SOLN,OPH","KETOROLAC TROMETHAMINE 0.5% SOLN,OPH",OP300,F,T,4.29,07/15/2012,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0609-30,No Data,0.3ML,"TAFLUPROST 0.0015% SOLN,OPH","ZIOPTAN 0.3ML SOLN,OPH",OP100,T,T,47.42,01/01/2017,07/31/2017,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0209-11,No Data,10ML,"KETOROLAC TROMETHAMINE 0.5% SOLN,OPH","KETOROLAC TROMETHAMINE 0.5% SOLN,OPH",OP300,F,T,10.48,07/15/2012,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0209-19,No Data,3ML,"KETOROLAC TROMETHAMINE 0.5% SOLN,OPH","KETOROLAC TROMETHAMINE 0.5% SOLN,OPH",OP300,F,T,2.99,01/01/2011,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0215-02,No Data,2ML,"ATROPINE SO4 1% SOLN,OPH","ATROPINE SO4 1% SOLN,OPH",OP600,T,T,18.10,01/01/2017,07/31/2017,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0215-02,No Data,2ML,"ATROPINE SO4 1% SOLN,OPH","ATROPINE SO4 1% SOLN,OPH",OP600,T,T,18.10,01/01/2017,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0215-05,No Data,5ML,"ATROPINE SO4 1% SOLN,OPH","ATROPINE SO4 1% SOLN,OPH",OP600,T,T,34.60,01/01/2017,07/31/2017,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0215-05,No Data,5ML,"ATROPINE SO4 1% SOLN,OPH","ATROPINE SO4 1% SOLN,OPH",OP600,T,T,34.60,01/01/2017,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0215-15,No Data,15ML,"ATROPINE SO4 1% SOLN,OPH","ATROPINE SO4 1% SOLN,OPH",OP600,T,T,56.56,01/01/2017,07/31/2017,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0215-15,No Data,15ML,"ATROPINE SO4 1% SOLN,OPH","ATROPINE SO4 1% SOLN,OPH",OP600,T,T,56.56,01/01/2017,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0216-12,No Data,15ML,"NAPHAZOLINE HCL 0.1% SOLN,OPH","AK-CON 0.1% SOLN,OPH",OP800,F,T,1.32,01/01/2011,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0238-35,No Data,3.5GM,"BACITRACIN ZINC 500UNT/POLYMYXIN B SO4 10000UNT/GM OINT,OPH",AK-POLY-BAC,OP209,F,T,8.07,07/15/2012,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0253-10,No Data,5ML,FLUORESCEIN NA 10% INJ,AK-FLUOR 10% INJ VIAL,OP900,F,T,2.82,01/01/2011,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0283-10,No Data,5ML,"GENTAMYCIN SO4 0.3% SOLN,OPH","GENTAMYCIN SO4 0.3% SOLN,OPH",OP210,F,T,6.10,07/15/2012,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0284-35,No Data,3.5GM,"GENTAMICIN SO4 0.3% OINT,OPH","GENTAK 0.3% OINT,OPH",OP201,F,T,6.20,01/01/2011,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0288-10,No Data,5ML,"TIMOLOL MALEATE 0.5% SOLN,OPH,5ML","TIMOLOL MALEATE 0.5% SOLN,OPH,5ML",OP101,F,T,2.97,07/15/2012,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0288-11,No Data,10ML,"TIMOLOL MALEATE 0.5% SOLN,OPH,10ML","TIMOLOL MALEATE 0.5% SOLN,OPH,10ML",OP101,F,T,4.24,07/15/2012,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0288-12,No Data,15ML,"TIMOLOL MALEATE 0.5% SOLN,OPH,15ML","TIMOLOL MALEATE 0.5% SOLN,OPH,15ML",OP101,F,T,6.34,01/01/2013,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0291-11,No Data,10ML,"CROMOLYN NA 4% SOLN,OPH","CROMOLYN NA 4% SOLN,OPH",OP900,F,T,3.42,07/15/2012,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0307-03,No Data,2.5ML,"AZITHROMYCIN 1% SOLN,OPH",AZASITE 1% OPHTHALMIC SOLUTION,OP210,T,T,50.20,01/01/2017,07/31/2017,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0307-03,No Data,2.5ML,"AZITHROMYCIN 1% SOLN,OPH",AZASITE 1% OPHTHALMIC SOLUTION,OP210,T,T,50.20,01/01/2017,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0403-03,No Data,300,"FLUORESCEIN NA 0.6MG STRIP,OPH","FUL-GLO 0.6MG STRIP,OPH",OP900,F,T,21.46,07/15/2012,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0404-01,No Data,100,"FLUORESCEIN NA 1MG STRIP,OPH","FUL-GLO 1MG STRIP,OPH",OP900,F,T,8.35,01/01/2011,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0420-20,No Data,20ML,LABETALOL HCL 5MG/ML INJ,LABETALOL HCL 5MG/ML INJ,CV100,F,T,20.15,06/04/2012,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0420-40,No Data,40ML,LABETALOL HCL 5MG/ML INJ,LABETALOL HCL 5MG/ML INJ,CV100,F,T,40.30,06/04/2012,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0508-01,No Data,10X5ML,INDIGO CARMINE 8MG/ML INJ,INDIGO CARMINE 8MG/ML INJ,DX900,F,T,27.67,01/01/2011,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0510-02,No Data,10X2ML,"PHYSOSTIGMINE SALICYLATE 1MG/ML INJ,AMP,2ML",PHYSOSTIGMINE SALICYLATE 1MG/ML INJ,AU300,F,T,40.18,01/01/2011,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0515-00,No Data,10X1ML,EPHEDRINE SO4 50MG/ML INJ,EPHEDRINE SO4 50MG/ML INJ,AU100,F,T,17.98,01/01/2011,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0526-03,No Data,10X3ML,DIMERCAPROL 100MG/ML INJ,BAL 10% IN OIL,AD300,T,T,561.24,01/01/2017,07/31/2017,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0526-03,No Data,10X3ML,DIMERCAPROL 100MG/ML INJ,BAL 10% IN OIL,AD300,T,T,561.24,01/01/2017,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0538-02,No Data,10X2ML,ORPHENADRINE CITRATE 30MG/ML INJ,ORPHENADRINE CITRATE 30MG/ML 2ML VIAL,MS200,F,T,35.16,07/15/2012,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0540-01,No Data,10X1ML,HYDROMORPHONE HCL 10MG/ML INJ,HYDROMORPHONE HCL 10MG/ML INJ,CN101,F,T,20.04,04/15/2011,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0540-05,No Data,10X5ML,HYDROMORPHONE HCL 10MG/ML INJ,HYDROMORPHONE HCL 10MG/ML INJ,CN101,F,T,57.23,01/01/2012,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0540-50,No Data,10X50ML,HYDROMORPHONE HCL 10MG/ML INJ,HYDROMORPHONE HCL 10MG/ML INJ,CN101,F,T,67.40,07/15/2012,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0604-30,No Data,60ML,"DORZOLOMIDE HCL 2%/TIMOLOL MALEATE 0.5% SOLN/OPH,(PF)","COSOPT 0.5% OCUMETER PLUS,(PF)",OP105,T,T,35.94,01/01/2017,07/31/2017,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0604-30,No Data,60ML,"DORZOLOMIDE HCL 2%/TIMOLOL MALEATE 0.5% SOLN/OPH,(PF)","COSOPT 0.5% OCUMETER PLUS,(PF)",OP105,T,T,35.94,01/01/2017,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0605-10,No Data,10ML,"DORZOLAMIDE HCL 2%/TIMOLOL MALEATE 0.5% SOLN,OPH",COSOPT 0.5% OCUMETER PLUS,OP105,T,T,55.06,01/01/2017,07/31/2017,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0605-10,No Data,10ML,"DORZOLAMIDE HCL 2%/TIMOLOL MALEATE 0.5% SOLN,OPH",COSOPT 0.5% OCUMETER PLUS,OP105,T,T,55.06,01/01/2017,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0609-30,No Data,0.3ML,"TAFLUPROST 0.0015% SOLN,OPH","ZIOPTAN 0.3ML SOLN,OPH",OP100,T,T,47.42,01/01/2017,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0622-35,No Data,3.5GM,"SODIUM CHLORIDE 5% OINT,OPH","SODIUM CHLORIDE 5% OINT,OPH",OP900,F,T,4.09,01/01/2011,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0623-12,No Data,15ML,"SODIUM CHLORIDE 5% SOLN,OPH","SODIUM CHLORIDE 5% SOLN,OPH",OP900,F,T,3.70,01/01/2012,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0640-10,No Data,5ML,"BENOXINATE HCL 0.4%/FLUORESCEIN NA 0.25% SOLN,OPH","FLURESS SOLN,OPH",OP900,F,T,3.87,01/01/2012,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0701-02,No Data,6,INDOCYANINE GREEN 25MG/VIL INJ,IC-GREEN ANGIOGRAPHY KIT,DX101,F,T,422.75,01/01/2012,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0703-11,No Data,10ML,"POLYMYXIN B SO4 10000U/ML/TRIMETHOPRIM 0.1% SOLN,OPH",POLYMYXIN B SO4 10000U/ML/TRIMETHOPRIM 0.1% S,OP219,F,T,4.15,07/15/2012,07/31/2017,FSS
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0704-12,No Data,15ML,"HYDROXYAMPHETAMINE HBR 1%/TROPICAMIDE 0.25% SOLN,OPH",PAREMYD OPHTH SOLN,OP600,T,T,1.55,01/01/2017,07/31/2017,Big4
V797P-5209B,"Akorn, Inc.",01/01/2011,07/31/2017,17478-0704-12,No Data,15ML,"HYDROXYAMPHETAMINE HBR 1%/TROPICAMIDE 0.25% SOLN,OPH",PAREMYD OPHTH SOLN,OP600,T,T,1.55,01/01/2017,07/31/2017,FSS
